"When converting $Time\ T1 = 120$ (where 120 is an integer), which class member handles the assignment?","A parameterized constructor, such as $Time(int\ k)$."
What is 'Automatic Type Conversion'?,Conversion applied automatically by the compiler on operands of primitive types involved in an expression.
"In the assignment $int\ y = n$ where $n$ is a $float$, what happens to the fractional part of $n$?",It is truncated.
Why is it necessary to define operator functions for user-defined types involved in expressions?,Because the compiler cannot perform automatic type conversion on user-defined types.
What is the return type of a casting operator function like $operator\ int()$?,It does not explicitly specify a return type in its declaration because the name of the operator implies the return type.
"In a $Complex$ class adding two objects via a $friend$ function, what are the parameters of the function signature?","$Complex\ operator+(Complex\ &c1, Complex\ &c2)$"
What is the primary purpose of 'One Class to Another Class' conversion?,"Data transformation, such as converting a $Time$ object (hours/minutes) into a $Minute$ object (total minutes)."
"To allow a $Minute$ object to be initialized by a $Time$ object ($m1 = t1$), which constructor is needed in the $Minute$ class?",A constructor that takes a $Time$ object as an argument ($Minute(Time\ t)$).
Which string function is used to copy the contents of one character array to another in C style?,$strcpy()$
Which string function is used to join two character arrays in C style?,$strcat()$
What does the 'prefix' version of $++$ signify in operator overloading code?,The operator is applied before the value is used in an expression ($++n$).
"In the notes' example of $Number$ class, what code updates the member $x$ during prefix increment overloading?",$++x;$
"In operator overloading, can we change the number of operands an operator takes?",No; unary must remain unary and binary must remain binary.
"What is the output of the $Complex$ addition example if $c1 = (3, 4)$ and $c2 = (1, 2)$?",$4 + 6i$
Identify the operator used for 'stream insertion'.,$<<$
Identify the operator used for 'stream extraction'.,$>>$
Is the $compare()$ function an operator in C++?,"No, it is a member function, although it performs a task similar to relational operators."
What does $a.compare(b)$ return if string $a$ is less than string $b$?,A value less than 0 ($< 0$).
What does $a.compare(b)$ return if string $a$ is equal to string $b$?,0
"In 'Basic to Class' conversion, a constructor is used to build a _____ object from an $int$ array.",vector
"In the $Time$ to $int$ conversion example, what does $operator\ int()$ return?",The total number of minutes ($hr * 60 + min$).
"In C++, strings were traditionally handled using _____ arrays or pointers before the $string$ class.",character ($char$)
"When a binary operator is overloaded as a member function, the left-hand operand is the object that _____.",invokes the function
What is the primary difference between Compile Time and Run Time polymorphism regarding when the function call is linked?,"In Compile Time, it is linked during compilation; in Run Time, it is linked during execution."
How do you distinguish between two functions with the same name if their return types are different but their parameters are identical?,You cannot distinguish them; this will result in a compilation error because return type alone is not enough for overloading.
"In the $Distance$ addition example, what is the output when adding $10$ meters and $20$ meters?",$Distance = 30\ meters$
