"If a base class pointer points to a derived object and calls a virtual function, which class's function executes?",Derived class
"In multiple inheritance, how is the list of base classes separated in the derived class header?",By commas
"Which inheritance type represents a 'one parent, multiple children' structure?",Hierarchical inheritance
What is the size of a pointer variable usually dependent on?,"The system architecture (e.g., 32-bit or 64-bit)"
What is the purpose of the scope resolution operator in a multiple inheritance example like 'A::show();'?,To specify which base class's version of the 'show' function to call.
How does inheritance affect the total number of lines of code required for a project?,It reduces it by allowing reuse of existing base class members.
Which access specifier provides the highest level of data hiding?,private
Can a friend function be made virtual in C++?,"Yes, they can be friends of another class."
What happens to a public member of a base class when inherited via 'protected' inheritance?,It becomes protected in the derived class.
Which pointer always points to the object that invoked the member function?,The 'this' pointer
What is 'early binding' compared to 'late binding'?,"Early binding happens at compile time, while late binding happens at runtime."
What operator symbol represents 'address of'?,$\&$
What operator symbol represents 'value at address' (indirection)?,$*$
"In a diamond inheritance structure (A is base to B and C; B and C are base to D), how many times is A's constructor called if B and C are NOT virtual base classes?",Two times
Which inheritance type is essentially a 'multiple parent' model for a single child?,Multiple inheritance
Which inheritance mode is most common for general 'is-a' relationships where access needs to be preserved?,public
Is it possible for a derived class to add its own new data members and functions in addition to inherited ones?,Yes
What is the keyword used to declare a function that has no definition in the base class and must be overridden?,virtual (specifically as a pure virtual function)
"In C++, can a class inherit from more than two classes simultaneously?",Yes (Multiple Inheritance)
